X_mean;Y_mean;Z_mean;X_var;Y_var;Z_var;cod_instalacao
86,36810775;-11,05984477;52,21977864;452,3544563;370,1685834;86,44109145;420599518
38,60842089;-13,10526293;56,61789442;450,7557524;214,3901196;224,834088;411365353
-3,611977268;-0,13241356;9,90872512;448,8370866;73,45118517;176,8809441;421025259
6,145714238;9,391428338;5,037142806;447,9575551;1,464342543;6,286491314;412226826
-12,0388233;-30,41647033;-24,02705844;445,94564;142,0380575;222,9447278;420595544
-21,84719973;-21,38639968;21,0503998;443,7606824;4,265423403;1,037003836;414426167
8,331891795;-3,418378286;21,81729709;443,2534206;137,8202898;413,0426669;400267660
-9,142500004;14,03499996;-1,107499963;442,9448646;12,46035624;5,293871478;413131376
-11,61411759;8,065882236;-5,889411535;441,84358;270,1100457;542,9390737;411624799
-8,425454536;28,09999975;-8,423636176;440,635952;1174,737272;103,0135324;413532749
7,796363603;-9,512727091;-14,30909064;438,5135032;2,299970406;5,285276901;414347442
11,0860463;11,29534876;4,960465016;437,8710444;107,7127002;31,71817969;420933030
-19,81499967;17,71249988;-26,24749954;435,7969672;440,6543817;17,86256725;430009381
-14,71161268;3,950322548;-9,56903207;433,1074453;390,3307369;62,56940696;412369724
-19,04999985;6,041538312;19,18384581;431,9925785;21,14258819;4,694561324;414150531
-3,778420974;22,18894705;-2,999999955;431,9675829;49,50308501;27,26542574;410262226
20,29294092;21,0094115;-16,00235278;431,4577276;61,48070798;241,7600507;410434826
10,26136362;2,918181696;1,388181795;431,0917047;61,04445881;631,0209786;411234611
